id,shoe_type,lighting,location,motion,weather,mood
scn_673,leather,ánh vàng xiên,hồ nước,wide dolly,nắng dịu,năng động
scn_674,casual,ánh vàng xiên,hồ nước,wide dolly,nắng dịu,mạnh mẽ
scn_675,sandals,ánh vàng xiên,hồ nước,wide dolly,nắng dịu,lãng mạn
scn_676,sneaker,ánh vàng xiên,lối dạo bộ,orbit chậm,sương nhẹ,năng động
scn_677,runner,ánh vàng xiên,lối dạo bộ,orbit chậm,sương nhẹ,mạnh mẽ
scn_678,leather,ánh vàng xiên,lối dạo bộ,orbit chậm,sương nhẹ,lãng mạn
scn_679,casual,ánh vàng xiên,lối dạo bộ,orbit chậm,gió nhẹ,năng động
scn_680,sandals,ánh vàng xiên,lối dạo bộ,orbit chậm,gió nhẹ,mạnh mẽ
scn_681,sneaker,ánh vàng xiên,lối dạo bộ,orbit chậm,gió nhẹ,lãng mạn
scn_682,runner,ánh vàng xiên,lối dạo bộ,orbit chậm,nắng dịu,năng động
scn_683,leather,ánh vàng xiên,lối dạo bộ,orbit chậm,nắng dịu,mạnh mẽ
scn_684,casual,ánh vàng xiên,lối dạo bộ,orbit chậm,nắng dịu,lãng mạn
scn_685,sandals,ánh vàng xiên,lối dạo bộ,tracking nhanh,sương nhẹ,năng động
scn_686,sneaker,ánh vàng xiên,lối dạo bộ,tracking nhanh,sương nhẹ,mạnh mẽ
scn_687,runner,ánh vàng xiên,lối dạo bộ,tracking nhanh,sương nhẹ,lãng mạn
scn_688,leather,ánh vàng xiên,lối dạo bộ,tracking nhanh,gió nhẹ,năng động
scn_689,casual,ánh vàng xiên,lối dạo bộ,tracking nhanh,gió nhẹ,mạnh mẽ
scn_690,sandals,ánh vàng xiên,lối dạo bộ,tracking nhanh,gió nhẹ,lãng mạn
scn_691,sneaker,ánh vàng xiên,lối dạo bộ,tracking nhanh,nắng dịu,năng động
scn_692,runner,ánh vàng xiên,lối dạo bộ,tracking nhanh,nắng dịu,mạnh mẽ
scn_693,leather,ánh vàng xiên,lối dạo bộ,tracking nhanh,nắng dịu,lãng mạn
scn_694,casual,ánh vàng xiên,lối dạo bộ,crane xuống,sương nhẹ,năng động
scn_695,sandals,ánh vàng xiên,lối dạo bộ,crane xuống,sương nhẹ,mạnh mẽ
scn_696,sneaker,ánh vàng xiên,lối dạo bộ,crane xuống,sương nhẹ,lãng mạn
scn_697,runner,ánh vàng xiên,lối dạo bộ,crane xuống,gió nhẹ,năng động
scn_698,leather,ánh vàng xiên,lối dạo bộ,crane xuống,gió nhẹ,mạnh mẽ
scn_699,casual,ánh vàng xiên,lối dạo bộ,crane xuống,gió nhẹ,lãng mạn
scn_700,sandals,ánh vàng xiên,lối dạo bộ,crane xuống,nắng dịu,năng động
scn_701,sneaker,ánh vàng xiên,lối dạo bộ,crane xuống,nắng dịu,mạnh mẽ
scn_702,runner,ánh vàng xiên,lối dạo bộ,crane xuống,nắng dịu,lãng mạn
scn_703,leather,ánh vàng xiên,lối dạo bộ,pan ngang,sương nhẹ,năng động
scn_704,casual,ánh vàng xiên,lối dạo bộ,pan ngang,sương nhẹ,mạnh mẽ
scn_705,sandals,ánh vàng xiên,lối dạo bộ,pan ngang,sương nhẹ,lãng mạn
scn_706,sneaker,ánh vàng xiên,lối dạo bộ,pan ngang,gió nhẹ,năng động
scn_707,runner,ánh vàng xiên,lối dạo bộ,pan ngang,gió nhẹ,mạnh mẽ
scn_708,leather,ánh vàng xiên,lối dạo bộ,pan ngang,gió nhẹ,lãng mạn
scn_709,casual,ánh vàng xiên,lối dạo bộ,pan ngang,nắng dịu,năng động
scn_710,sandals,ánh vàng xiên,lối dạo bộ,pan ngang,nắng dịu,mạnh mẽ
scn_711,sneaker,ánh vàng xiên,lối dạo bộ,pan ngang,nắng dịu,lãng mạn
scn_712,runner,ánh vàng xiên,lối dạo bộ,wide dolly,sương nhẹ,năng động
scn_713,leather,ánh vàng xiên,lối dạo bộ,wide dolly,sương nhẹ,mạnh mẽ
scn_714,casual,ánh vàng xiên,lối dạo bộ,wide dolly,sương nhẹ,lãng mạn
scn_715,sandals,ánh vàng xiên,lối dạo bộ,wide dolly,gió nhẹ,năng động
scn_716,sneaker,ánh vàng xiên,lối dạo bộ,wide dolly,gió nhẹ,mạnh mẽ
scn_717,runner,ánh vàng xiên,lối dạo bộ,wide dolly,gió nhẹ,lãng mạn
scn_718,leather,ánh vàng xiên,lối dạo bộ,wide dolly,nắng dịu,năng động
scn_719,casual,ánh vàng xiên,lối dạo bộ,wide dolly,nắng dịu,mạnh mẽ
scn_720,sandals,ánh vàng xiên,lối dạo bộ,wide dolly,nắng dịu,lãng mạn
scn_721,sneaker,ánh vàng xiên,bậc thềm,orbit chậm,sương nhẹ,năng động
scn_722,runner,ánh vàng xiên,bậc thềm,orbit chậm,sương nhẹ,mạnh mẽ
scn_723,leather,ánh vàng xiên,bậc thềm,orbit chậm,sương nhẹ,lãng mạn
scn_724,casual,ánh vàng xiên,bậc thềm,orbit chậm,gió nhẹ,năng động
scn_725,sandals,ánh vàng xiên,bậc thềm,orbit chậm,gió nhẹ,mạnh mẽ
scn_726,sneaker,ánh vàng xiên,bậc thềm,orbit chậm,gió nhẹ,lãng mạn
scn_727,runner,ánh vàng xiên,bậc thềm,orbit chậm,nắng dịu,năng động
scn_728,leather,ánh vàng xiên,bậc thềm,orbit chậm,nắng dịu,mạnh mẽ
scn_729,casual,ánh vàng xiên,bậc thềm,orbit chậm,nắng dịu,lãng mạn
scn_730,sandals,ánh vàng xiên,bậc thềm,tracking nhanh,sương nhẹ,năng động
scn_731,sneaker,ánh vàng xiên,bậc thềm,tracking nhanh,sương nhẹ,mạnh mẽ
scn_732,runner,ánh vàng xiên,bậc thềm,tracking nhanh,sương nhẹ,lãng mạn
scn_733,leather,ánh vàng xiên,bậc thềm,tracking nhanh,gió nhẹ,năng động
scn_734,casual,ánh vàng xiên,bậc thềm,tracking nhanh,gió nhẹ,mạnh mẽ
scn_735,sandals,ánh vàng xiên,bậc thềm,tracking nhanh,gió nhẹ,lãng mạn
scn_736,sneaker,ánh vàng xiên,bậc thềm,tracking nhanh,nắng dịu,năng động
scn_737,runner,ánh vàng xiên,bậc thềm,tracking nhanh,nắng dịu,mạnh mẽ
scn_738,leather,ánh vàng xiên,bậc thềm,tracking nhanh,nắng dịu,lãng mạn
scn_739,casual,ánh vàng xiên,bậc thềm,crane xuống,sương nhẹ,năng động
scn_740,sandals,ánh vàng xiên,bậc thềm,crane xuống,sương nhẹ,mạnh mẽ
scn_741,sneaker,ánh vàng xiên,bậc thềm,crane xuống,sương nhẹ,lãng mạn
scn_742,runner,ánh vàng xiên,bậc thềm,crane xuống,gió nhẹ,năng động
scn_743,leather,ánh vàng xiên,bậc thềm,crane xuống,gió nhẹ,mạnh mẽ
scn_744,casual,ánh vàng xiên,bậc thềm,crane xuống,gió nhẹ,lãng mạn
scn_745,sandals,ánh vàng xiên,bậc thềm,crane xuống,nắng dịu,năng động
scn_746,sneaker,ánh vàng xiên,bậc thềm,crane xuống,nắng dịu,mạnh mẽ
scn_747,runner,ánh vàng xiên,bậc thềm,crane xuống,nắng dịu,lãng mạn
scn_748,leather,ánh vàng xiên,bậc thềm,pan ngang,sương nhẹ,năng động
scn_749,casual,ánh vàng xiên,bậc thềm,pan ngang,sương nhẹ,mạnh mẽ
scn_750,sandals,ánh vàng xiên,bậc thềm,pan ngang,sương nhẹ,lãng mạn
scn_751,sneaker,ánh vàng xiên,bậc thềm,pan ngang,gió nhẹ,năng động
scn_752,runner,ánh vàng xiên,bậc thềm,pan ngang,gió nhẹ,mạnh mẽ
scn_753,leather,ánh vàng xiên,bậc thềm,pan ngang,gió nhẹ,lãng mạn
scn_754,casual,ánh vàng xiên,bậc thềm,pan ngang,nắng dịu,năng động
scn_755,sandals,ánh vàng xiên,bậc thềm,pan ngang,nắng dịu,mạnh mẽ
scn_756,sneaker,ánh vàng xiên,bậc thềm,pan ngang,nắng dịu,lãng mạn
scn_757,runner,ánh vàng xiên,bậc thềm,wide dolly,sương nhẹ,năng động
scn_758,leather,ánh vàng xiên,bậc thềm,wide dolly,sương nhẹ,mạnh mẽ
scn_759,casual,ánh vàng xiên,bậc thềm,wide dolly,sương nhẹ,lãng mạn
scn_760,sandals,ánh vàng xiên,bậc thềm,wide dolly,gió nhẹ,năng động
scn_761,sneaker,ánh vàng xiên,bậc thềm,wide dolly,gió nhẹ,mạnh mẽ
scn_762,runner,ánh vàng xiên,bậc thềm,wide dolly,gió nhẹ,lãng mạn
scn_763,leather,ánh vàng xiên,bậc thềm,wide dolly,nắng dịu,năng động
scn_764,casual,ánh vàng xiên,bậc thềm,wide dolly,nắng dịu,mạnh mẽ
scn_765,sandals,ánh vàng xiên,bậc thềm,wide dolly,nắng dịu,lãng mạn
scn_766,sneaker,ánh vàng xiên,sân gạch,orbit chậm,sương nhẹ,năng động
scn_767,runner,ánh vàng xiên,sân gạch,orbit chậm,sương nhẹ,mạnh mẽ
scn_768,leather,ánh vàng xiên,sân gạch,orbit chậm,sương nhẹ,lãng mạn
scn_769,casual,ánh vàng xiên,sân gạch,orbit chậm,gió nhẹ,năng động
scn_770,sandals,ánh vàng xiên,sân gạch,orbit chậm,gió nhẹ,mạnh mẽ
scn_771,sneaker,ánh vàng xiên,sân gạch,orbit chậm,gió nhẹ,lãng mạn
scn_772,runner,ánh vàng xiên,sân gạch,orbit chậm,nắng dịu,năng động
scn_773,leather,ánh vàng xiên,sân gạch,orbit chậm,nắng dịu,mạnh mẽ
scn_774,casual,ánh vàng xiên,sân gạch,orbit chậm,nắng dịu,lãng mạn
scn_775,sandals,ánh vàng xiên,sân gạch,tracking nhanh,sương nhẹ,năng động
scn_776,sneaker,ánh vàng xiên,sân gạch,tracking nhanh,sương nhẹ,mạnh mẽ
scn_777,runner,ánh vàng xiên,sân gạch,tracking nhanh,sương nhẹ,lãng mạn
scn_778,leather,ánh vàng xiên,sân gạch,tracking nhanh,gió nhẹ,năng động
scn_779,casual,ánh vàng xiên,sân gạch,tracking nhanh,gió nhẹ,mạnh mẽ
scn_780,sandals,ánh vàng xiên,sân gạch,tracking nhanh,gió nhẹ,lãng mạn
scn_781,sneaker,ánh vàng xiên,sân gạch,tracking nhanh,nắng dịu,năng động
scn_782,runner,ánh vàng xiên,sân gạch,tracking nhanh,nắng dịu,mạnh mẽ
scn_783,leather,ánh vàng xiên,sân gạch,tracking nhanh,nắng dịu,lãng mạn
scn_784,casual,ánh vàng xiên,sân gạch,crane xuống,sương nhẹ,năng động
scn_785,sandals,ánh vàng xiên,sân gạch,crane xuống,sương nhẹ,mạnh mẽ
scn_786,sneaker,ánh vàng xiên,sân gạch,crane xuống,sương nhẹ,lãng mạn
scn_787,runner,ánh vàng xiên,sân gạch,crane xuống,gió nhẹ,năng động
scn_788,leather,ánh vàng xiên,sân gạch,crane xuống,gió nhẹ,mạnh mẽ
scn_789,casual,ánh vàng xiên,sân gạch,crane xuống,gió nhẹ,lãng mạn
scn_790,sandals,ánh vàng xiên,sân gạch,crane xuống,nắng dịu,năng động
scn_791,sneaker,ánh vàng xiên,sân gạch,crane xuống,nắng dịu,mạnh mẽ
scn_792,runner,ánh vàng xiên,sân gạch,crane xuống,nắng dịu,lãng mạn
scn_793,leather,ánh vàng xiên,sân gạch,pan ngang,sương nhẹ,năng động
scn_794,casual,ánh vàng xiên,sân gạch,pan ngang,sương nhẹ,mạnh mẽ
scn_795,sandals,ánh vàng xiên,sân gạch,pan ngang,sương nhẹ,lãng mạn
scn_796,sneaker,ánh vàng xiên,sân gạch,pan ngang,gió nhẹ,năng động
scn_797,runner,ánh vàng xiên,sân gạch,pan ngang,gió nhẹ,mạnh mẽ
scn_798,leather,ánh vàng xiên,sân gạch,pan ngang,gió nhẹ,lãng mạn
scn_799,casual,ánh vàng xiên,sân gạch,pan ngang,nắng dịu,năng động
scn_800,sandals,ánh vàng xiên,sân gạch,pan ngang,nắng dịu,mạnh mẽ
scn_801,sneaker,ánh vàng xiên,sân gạch,pan ngang,nắng dịu,lãng mạn
scn_802,runner,ánh vàng xiên,sân gạch,wide dolly,sương nhẹ,năng động
scn_803,leather,ánh vàng xiên,sân gạch,wide dolly,sương nhẹ,mạnh mẽ
scn_804,casual,ánh vàng xiên,sân gạch,wide dolly,sương nhẹ,lãng mạn
scn_805,sandals,ánh vàng xiên,sân gạch,wide dolly,gió nhẹ,năng động
scn_806,sneaker,ánh vàng xiên,sân gạch,wide dolly,gió nhẹ,mạnh mẽ
scn_807,runner,ánh vàng xiên,sân gạch,wide dolly,gió nhẹ,lãng mạn
scn_808,leather,ánh vàng xiên,sân gạch,wide dolly,nắng dịu,năng động
scn_809,casual,ánh vàng xiên,sân gạch,wide dolly,nắng dịu,mạnh mẽ
scn_810,sandals,ánh vàng xiên,sân gạch,wide dolly,nắng dịu,lãng mạn
scn_811,sneaker,ánh vàng xiên,đường ven sông,orbit chậm,sương nhẹ,năng động
scn_812,runner,ánh vàng xiên,đường ven sông,orbit chậm,sương nhẹ,mạnh mẽ
scn_813,leather,ánh vàng xiên,đường ven sông,orbit chậm,sương nhẹ,lãng mạn
scn_814,casual,ánh vàng xiên,đường ven sông,orbit chậm,gió nhẹ,năng động
scn_815,sandals,ánh vàng xiên,đường ven sông,orbit chậm,gió nhẹ,mạnh mẽ
scn_816,sneaker,ánh vàng xiên,đường ven sông,orbit chậm,gió nhẹ,lãng mạn
scn_817,runner,ánh vàng xiên,đường ven sông,orbit chậm,nắng dịu,năng động
scn_818,leather,ánh vàng xiên,đường ven sông,orbit chậm,nắng dịu,mạnh mẽ
scn_819,casual,ánh vàng xiên,đường ven sông,orbit chậm,nắng dịu,lãng mạn
scn_820,sandals,ánh vàng xiên,đường ven sông,tracking nhanh,sương nhẹ,năng động
scn_821,sneaker,ánh vàng xiên,đường ven sông,tracking nhanh,sương nhẹ,mạnh mẽ
scn_822,runner,ánh vàng xiên,đường ven sông,tracking nhanh,sương nhẹ,lãng mạn
scn_823,leather,ánh vàng xiên,đường ven sông,tracking nhanh,gió nhẹ,năng động
scn_824,casual,ánh vàng xiên,đường ven sông,tracking nhanh,gió nhẹ,mạnh mẽ
scn_825,sandals,ánh vàng xiên,đường ven sông,tracking nhanh,gió nhẹ,lãng mạn
scn_826,sneaker,ánh vàng xiên,đường ven sông,tracking nhanh,nắng dịu,năng động
scn_827,runner,ánh vàng xiên,đường ven sông,tracking nhanh,nắng dịu,mạnh mẽ
scn_828,leather,ánh vàng xiên,đường ven sông,tracking nhanh,nắng dịu,lãng mạn
scn_829,casual,ánh vàng xiên,đường ven sông,crane xuống,sương nhẹ,năng động
scn_830,sandals,ánh vàng xiên,đường ven sông,crane xuống,sương nhẹ,mạnh mẽ
scn_831,sneaker,ánh vàng xiên,đường ven sông,crane xuống,sương nhẹ,lãng mạn
scn_832,runner,ánh vàng xiên,đường ven sông,crane xuống,gió nhẹ,năng động
scn_833,leather,ánh vàng xiên,đường ven sông,crane xuống,gió nhẹ,mạnh mẽ
scn_834,casual,ánh vàng xiên,đường ven sông,crane xuống,gió nhẹ,lãng mạn
scn_835,sandals,ánh vàng xiên,đường ven sông,crane xuống,nắng dịu,năng động
scn_836,sneaker,ánh vàng xiên,đường ven sông,crane xuống,nắng dịu,mạnh mẽ
scn_837,runner,ánh vàng xiên,đường ven sông,crane xuống,nắng dịu,lãng mạn
scn_838,leather,ánh vàng xiên,đường ven sông,pan ngang,sương nhẹ,năng động
scn_839,casual,ánh vàng xiên,đường ven sông,pan ngang,sương nhẹ,mạnh mẽ
scn_840,sandals,ánh vàng xiên,đường ven sông,pan ngang,sương nhẹ,lãng mạn
scn_841,sneaker,ánh vàng xiên,đường ven sông,pan ngang,gió nhẹ,năng động
scn_842,runner,ánh vàng xiên,đường ven sông,pan ngang,gió nhẹ,mạnh mẽ
scn_843,leather,ánh vàng xiên,đường ven sông,pan ngang,gió nhẹ,lãng mạn
scn_844,casual,ánh vàng xiên,đường ven sông,pan ngang,nắng dịu,năng động
scn_845,sandals,ánh vàng xiên,đường ven sông,pan ngang,nắng dịu,mạnh mẽ
scn_846,sneaker,ánh vàng xiên,đường ven sông,pan ngang,nắng dịu,lãng mạn
scn_847,runner,ánh vàng xiên,đường ven sông,wide dolly,sương nhẹ,năng động
scn_848,leather,ánh vàng xiên,đường ven sông,wide dolly,sương nhẹ,mạnh mẽ
scn_849,casual,ánh vàng xiên,đường ven sông,wide dolly,sương nhẹ,lãng mạn
scn_850,sandals,ánh vàng xiên,đường ven sông,wide dolly,gió nhẹ,năng động
scn_851,sneaker,ánh vàng xiên,đường ven sông,wide dolly,gió nhẹ,mạnh mẽ
scn_852,runner,ánh vàng xiên,đường ven sông,wide dolly,gió nhẹ,lãng mạn
scn_853,leather,ánh vàng xiên,đường ven sông,wide dolly,nắng dịu,năng động
scn_854,casual,ánh vàng xiên,đường ven sông,wide dolly,nắng dịu,mạnh mẽ
scn_855,sandals,ánh vàng xiên,đường ven sông,wide dolly,nắng dịu,lãng mạn
scn_856,sneaker,ánh vàng xiên,khu phố tối,orbit chậm,sương nhẹ,năng động
scn_857,runner,ánh vàng xiên,khu phố tối,orbit chậm,sương nhẹ,mạnh mẽ
scn_858,leather,ánh vàng xiên,khu phố tối,orbit chậm,sương nhẹ,lãng mạn
scn_859,casual,ánh vàng xiên,khu phố tối,orbit chậm,gió nhẹ,năng động
scn_860,sandals,ánh vàng xiên,khu phố tối,orbit chậm,gió nhẹ,mạnh mẽ
scn_861,sneaker,ánh vàng xiên,khu phố tối,orbit chậm,gió nhẹ,lãng mạn
scn_862,runner,ánh vàng xiên,khu phố tối,orbit chậm,nắng dịu,năng động
scn_863,leather,ánh vàng xiên,khu phố tối,orbit chậm,nắng dịu,mạnh mẽ
scn_864,casual,ánh vàng xiên,khu phố tối,orbit chậm,nắng dịu,lãng mạn
scn_865,sandals,ánh vàng xiên,khu phố tối,tracking nhanh,sương nhẹ,năng động
scn_866,sneaker,ánh vàng xiên,khu phố tối,tracking nhanh,sương nhẹ,mạnh mẽ
scn_867,runner,ánh vàng xiên,khu phố tối,tracking nhanh,sương nhẹ,lãng mạn
scn_868,leather,ánh vàng xiên,khu phố tối,tracking nhanh,gió nhẹ,năng động
scn_869,casual,ánh vàng xiên,khu phố tối,tracking nhanh,gió nhẹ,mạnh mẽ
scn_870,sandals,ánh vàng xiên,khu phố tối,tracking nhanh,gió nhẹ,lãng mạn
scn_871,sneaker,ánh vàng xiên,khu phố tối,tracking nhanh,nắng dịu,năng động
scn_872,runner,ánh vàng xiên,khu phố tối,tracking nhanh,nắng dịu,mạnh mẽ
scn_873,leather,ánh vàng xiên,khu phố tối,tracking nhanh,nắng dịu,lãng mạn
scn_874,casual,ánh vàng xiên,khu phố tối,crane xuống,sương nhẹ,năng động
scn_875,sandals,ánh vàng xiên,khu phố tối,crane xuống,sương nhẹ,mạnh mẽ
scn_876,sneaker,ánh vàng xiên,khu phố tối,crane xuống,sương nhẹ,lãng mạn
scn_877,runner,ánh vàng xiên,khu phố tối,crane xuống,gió nhẹ,năng động
scn_878,leather,ánh vàng xiên,khu phố tối,crane xuống,gió nhẹ,mạnh mẽ
scn_879,casual,ánh vàng xiên,khu phố tối,crane xuống,gió nhẹ,lãng mạn
scn_880,sandals,ánh vàng xiên,khu phố tối,crane xuống,nắng dịu,năng động
scn_881,sneaker,ánh vàng xiên,khu phố tối,crane xuống,nắng dịu,mạnh mẽ
scn_882,runner,ánh vàng xiên,khu phố tối,crane xuống,nắng dịu,lãng mạn
scn_883,leather,ánh vàng xiên,khu phố tối,pan ngang,sương nhẹ,năng động
scn_884,casual,ánh vàng xiên,khu phố tối,pan ngang,sương nhẹ,mạnh mẽ
scn_885,sandals,ánh vàng xiên,khu phố tối,pan ngang,sương nhẹ,lãng mạn
scn_886,sneaker,ánh vàng xiên,khu phố tối,pan ngang,gió nhẹ,năng động
scn_887,runner,ánh vàng xiên,khu phố tối,pan ngang,gió nhẹ,mạnh mẽ
scn_888,leather,ánh vàng xiên,khu phố tối,pan ngang,gió nhẹ,lãng mạn
scn_889,casual,ánh vàng xiên,khu phố tối,pan ngang,nắng dịu,năng động
scn_890,sandals,ánh vàng xiên,khu phố tối,pan ngang,nắng dịu,mạnh mẽ
scn_891,sneaker,ánh vàng xiên,khu phố tối,pan ngang,nắng dịu,lãng mạn
scn_892,runner,ánh vàng xiên,khu phố tối,wide dolly,sương nhẹ,năng động
scn_893,leather,ánh vàng xiên,khu phố tối,wide dolly,sương nhẹ,mạnh mẽ
scn_894,casual,ánh vàng xiên,khu phố tối,wide dolly,sương nhẹ,lãng mạn
scn_895,sandals,ánh vàng xiên,khu phố tối,wide dolly,gió nhẹ,năng động
scn_896,sneaker,ánh vàng xiên,khu phố tối,wide dolly,gió nhẹ,mạnh mẽ
scn_897,runner,ánh vàng xiên,khu phố tối,wide dolly,gió nhẹ,lãng mạn
scn_898,leather,ánh vàng xiên,khu phố tối,wide dolly,nắng dịu,năng động
scn_899,casual,ánh vàng xiên,khu phố tối,wide dolly,nắng dịu,mạnh mẽ
scn_900,sandals,ánh vàng xiên,khu phố tối,wide dolly,nắng dịu,lãng mạn
